transaction_id,user_id,amount,merchant,location,timestamp,card_last4
TXN004134,USER01535,125.23,Amazon,"San Jose, CA",2024-03-01T10:20:00,2419
TXN004135,USER04195,241.01,Target,"Philadelphia, PA",2024-06-02T03:11:00,2076
TXN004136,USER04075,490.33,Walmart,"Houston, TX",2024-03-30T16:04:00,1624
TXN004137,USER01210,20.41,Target,"Los Angeles, CA",2024-05-17T22:19:00,5712
TXN004138,USER01047,166.03,Target,"Houston, TX",2024-04-18T18:40:00,6079
TXN004139,USER00163,148.49,Walmart,"Phoenix, AZ",2024-08-13T21:51:00,1130
TXN004140,USER01888,375.01,Target,"Houston, TX",2024-08-27T01:00:00,3127
TXN004141,USER04277,40.03,Shell Gas,"Philadelphia, PA",2024-01-21T03:33:00,7528
TXN004142,USER03061,52.04,Apple Store,"Philadelphia, PA",2024-10-02T22:42:00,8473
TXN004143,USER03666,438.2,Amazon,"New York, NY",2024-04-04T19:16:00,7934
TXN004144,USER02288,96.63,Apple Store,"New York, NY",2024-06-10T01:34:00,3205
TXN004145,USER01390,11.67,McDonald's,"Phoenix, AZ",2024-10-17T07:24:00,3048
TXN004146,USER03660,363.05,Home Depot,"New York, NY",2024-10-09T03:24:00,7860
TXN004147,USER01298,22.83,Shell Gas,"Chicago, IL",2024-01-11T03:33:00,8676
TXN004148,USER04193,366.38,Costco,"Chicago, IL",2024-01-20T01:10:00,7188
TXN004149,USER00107,97.78,Costco,"Dallas, TX",2024-04-12T12:21:00,3373
TXN004150,USER00216,463.23,Apple Store,"Dallas, TX",2024-05-06T10:37:00,0872
TXN004151,USER01988,286.49,Shell Gas,"New York, NY",2024-01-18T09:45:00,0796
TXN004152,USER00142,163.83,Shell Gas,"Chicago, IL",2024-06-24T08:09:00,8225
TXN004153,USER03780,81.85,McDonald's,"Los Angeles, CA",2024-05-01T12:51:00,0672
TXN004154,USER03437,483.87,Amazon,"New York, NY",2024-05-05T01:21:00,7043
TXN004155,USER04552,86.9,Shell Gas,"New York, NY",2024-10-23T10:00:00,7887
TXN004156,USER00569,239.58,Best Buy,"Dallas, TX",2024-09-02T07:56:00,8263
TXN004157,USER02312,34.63,McDonald's,"San Antonio, TX",2024-08-16T15:50:00,8952
TXN004158,USER00333,167.81,McDonald's,"Houston, TX",2024-07-23T16:13:00,1792
TXN004159,USER00147,5083.01,Crypto Exchange,"Shanghai, China",2024-04-12T16:16:00,4836
TXN004160,USER01695,1170.86,Walmart,"Dallas, TX",2024-01-31T15:48:00,3564
TXN004161,USER04434,194.79,Shell Gas,"Chicago, IL",2024-05-26T23:36:00,5169
TXN004162,USER03834,39829.76,High End Electronics,Unknown Location,2024-02-23T15:01:00,5678
TXN004163,USER02348,295.95,Target,"Los Angeles, CA",2024-06-30T23:24:00,0994
TXN004164,USER01612,412.13,Costco,"San Jose, CA",2024-05-01T01:01:00,8712
TXN004165,USER00977,270.9,McDonald's,"Dallas, TX",2024-10-22T08:36:00,6301
TXN004166,USER01401,2415.07,High End Electronics,"Houston, TX",2024-07-18T11:02:00,7555
TXN004167,USER00991,223.35,Apple Store,"Houston, TX",2024-08-06T23:47:00,0472
TXN004168,USER04328,259.53,Apple Store,"San Antonio, TX",2024-10-22T13:47:00,5986
TXN004169,USER02866,77.85,Starbucks,"Houston, TX",2024-02-08T08:48:00,0404
TXN004170,USER00447,23.36,McDonald's,"Phoenix, AZ",2024-01-17T21:20:00,1554
TXN004171,USER02660,173.77,Target,"Houston, TX",2024-04-11T21:11:00,9871
TXN004172,USER00623,293.98,Target,"Chicago, IL",2024-10-26T07:53:00,1821
TXN004173,USER01181,283.09,Home Depot,"San Antonio, TX",2024-02-10T10:52:00,7626
TXN004174,USER00417,383.43,Target,"San Antonio, TX",2024-06-11T23:21:00,6844
TXN004175,USER01811,258.15,Best Buy,"San Diego, CA",2024-01-19T16:21:00,7271
TXN004176,USER02211,269.93,Target,"Phoenix, AZ",2024-01-26T16:26:00,4603
TXN004177,USER01336,356.72,Best Buy,"Philadelphia, PA",2024-07-01T20:57:00,8070
TXN004178,USER00965,431.93,Walmart,"San Antonio, TX",2024-10-25T22:02:00,2156
TXN004179,USER04373,165.25,Apple Store,"Phoenix, AZ",2024-04-26T23:28:00,0032
TXN004180,USER03018,469.73,Best Buy,"New York, NY",2024-05-30T17:05:00,2852
TXN004181,USER03219,4063.84,Shell Gas,"Chicago, IL",2024-02-05T09:42:00,7600
TXN004182,USER01253,296.03,Costco,"San Antonio, TX",2024-05-06T05:54:00,7412
TXN004183,USER04785,408.28,Costco,"San Antonio, TX",2024-07-12T04:21:00,2400
TXN004184,USER00635,417.43,Amazon,"New York, NY",2024-06-13T15:58:00,9426
TXN004185,USER04214,15.09,Target,"Dallas, TX",2024-06-24T10:06:00,5838
TXN004186,USER04886,2651.73,McDonald's,"Chicago, IL",2024-01-01T02:01:00,7435
TXN004187,USER03721,354.65,Starbucks,"New York, NY",2024-05-16T12:48:00,8966
TXN004188,USER00327,434.45,Target,"New York, NY",2024-05-06T22:13:00,6258
TXN004189,USER03914,471.77,Apple Store,"San Diego, CA",2024-04-13T03:01:00,8080
TXN004190,USER01428,31.39,Starbucks,"Houston, TX",2024-08-19T20:22:00,4031
TXN004191,USER00889,406.25,Shell Gas,"Phoenix, AZ",2024-07-03T23:29:00,2368
TXN004192,USER03735,454.52,Best Buy,"Phoenix, AZ",2024-04-24T07:17:00,4158
TXN004193,USER03833,477.52,Shell Gas,"Philadelphia, PA",2024-09-10T19:54:00,2352
TXN004194,USER03572,93.12,Costco,"Phoenix, AZ",2024-01-13T20:59:00,1997
TXN004195,USER02155,289.68,Best Buy,"New York, NY",2024-05-08T01:12:00,2529
TXN004196,USER02591,189.7,McDonald's,"San Jose, CA",2024-03-24T12:54:00,9087
TXN004197,USER01825,305.94,Walmart,"Los Angeles, CA",2024-09-08T16:57:00,5453
TXN004198,USER04388,131.03,Starbucks,"Los Angeles, CA",2024-09-23T00:03:00,0681
TXN004199,USER00567,387.13,Amazon,"Phoenix, AZ",2024-07-25T10:53:00,6673
TXN004200,USER00625,100.23,Target,"Chicago, IL",2024-08-31T00:40:00,5483
TXN004201,USER00726,368.56,Costco,"San Diego, CA",2024-08-31T04:38:00,0122
TXN004202,USER03275,282.66,Best Buy,"Chicago, IL",2024-03-20T19:42:00,1745
TXN004203,USER02843,105.41,McDonald's,"Philadelphia, PA",2024-08-10T20:24:00,7881
TXN004204,USER04422,454.33,Starbucks,"San Jose, CA",2024-02-27T02:11:00,6544
TXN004205,USER01389,58.49,Amazon,"Los Angeles, CA",2024-10-14T07:33:00,3276
TXN004206,USER01927,484.05,Costco,"Dallas, TX",2024-06-10T22:05:00,3992
TXN004207,USER04535,366.41,Apple Store,"Chicago, IL",2024-02-26T11:18:00,0796
TXN004208,USER00041,161.27,Amazon,"Houston, TX",2024-07-11T00:25:00,6116
TXN004209,USER00741,435.1,Walmart,"Los Angeles, CA",2024-06-30T13:04:00,9939
TXN004210,USER00222,467.05,Shell Gas,"Phoenix, AZ",2024-02-21T10:05:00,9907
TXN004211,USER01559,423.86,Best Buy,"Chicago, IL",2024-08-02T14:03:00,2264
TXN004212,USER04671,471.92,Apple Store,"San Diego, CA",2024-05-02T02:24:00,3799
TXN004213,USER01641,453.6,McDonald's,"Houston, TX",2024-06-16T12:43:00,2103
TXN004214,USER00871,206.2,Apple Store,"San Jose, CA",2024-03-03T07:35:00,0361
TXN004215,USER03558,261.39,Best Buy,"Houston, TX",2024-03-25T09:47:00,7321
TXN004216,USER00609,233.25,Home Depot,"San Jose, CA",2024-08-25T05:15:00,8829
TXN004217,USER02913,211.15,Starbucks,"San Diego, CA",2024-08-29T07:28:00,3057
TXN004218,USER03424,362.49,Starbucks,"Los Angeles, CA",2024-09-04T14:31:00,8632
TXN004219,USER02867,103.41,McDonald's,"San Antonio, TX",2024-10-13T03:22:00,0334
TXN004220,USER03136,492.5,Shell Gas,"New York, NY",2024-03-11T12:39:00,7834
TXN004221,USER02778,26.04,Costco,"Houston, TX",2024-04-08T20:37:00,3453
TXN004222,USER03861,100.05,Starbucks,"Los Angeles, CA",2024-03-08T03:55:00,2430
TXN004223,USER02335,68.35,Home Depot,"San Antonio, TX",2024-09-16T03:51:00,7882
TXN004224,USER03558,148.27,Starbucks,"Houston, TX",2024-04-23T17:21:00,8209
TXN004225,USER01045,44.86,Target,"San Antonio, TX",2024-07-20T14:48:00,1845
TXN004226,USER03482,328.27,Apple Store,"New York, NY",2024-07-07T22:49:00,2518
TXN004227,USER01611,418.0,Costco,"Chicago, IL",2024-01-09T02:55:00,1481
TXN004228,USER04467,191.99,Best Buy,"San Jose, CA",2024-03-20T07:51:00,5300
TXN004229,USER04091,483.16,Starbucks,"Philadelphia, PA",2024-09-30T04:26:00,3553
TXN004230,USER01762,191.27,Shell Gas,"Chicago, IL",2024-05-21T23:34:00,1805
TXN004231,USER02392,119.61,Amazon,"San Jose, CA",2024-10-03T19:06:00,3852
TXN004232,USER04998,455.93,Costco,"New York, NY",2024-02-18T22:35:00,2371
TXN004233,USER04132,16.75,Target,"Houston, TX",2024-07-22T06:33:00,5183
TXN004234,USER02783,6782.9,International Wire Transfer,"San Jose, CA",2024-04-06T17:56:00,8048
TXN004235,USER00028,305.89,Shell Gas,"San Antonio, TX",2024-08-31T03:28:00,9509
TXN004236,USER04234,114.58,McDonald's,"Phoenix, AZ",2024-08-20T18:28:00,9763
TXN004237,USER00891,425.07,Walmart,"Los Angeles, CA",2024-06-14T04:30:00,6637
TXN004238,USER03815,282.18,Walmart,"Los Angeles, CA",2024-10-21T05:35:00,0418
TXN004239,USER03110,208.8,McDonald's,"San Diego, CA",2024-03-14T00:10:00,5470
TXN004240,USER03402,78.89,McDonald's,"San Antonio, TX",2024-03-28T21:00:00,6674
TXN004241,USER04426,19.22,Target,"New York, NY",2024-03-18T14:10:00,1746
TXN004242,USER04892,28.51,Amazon,"Philadelphia, PA",2024-07-29T10:33:00,9197
TXN004243,USER03805,33628.89,High End Electronics,Unknown Location,2024-03-29T11:49:00,6173
TXN004244,USER04953,161.98,Best Buy,"Los Angeles, CA",2024-09-29T17:15:00,4634
TXN004245,USER02327,372.52,McDonald's,"Houston, TX",2024-08-22T21:45:00,4906
TXN004246,USER04760,495.56,Target,"San Jose, CA",2024-03-11T19:02:00,6415
TXN004247,USER00439,116.45,Home Depot,"Philadelphia, PA",2024-10-03T10:07:00,9059
TXN004248,USER03783,121.64,Apple Store,"Houston, TX",2024-07-16T04:52:00,2728
TXN004249,USER01358,316.11,Best Buy,"San Diego, CA",2024-07-22T10:13:00,2802
TXN004250,USER01110,493.5,Shell Gas,"Philadelphia, PA",2024-08-01T04:51:00,1667
TXN004251,USER00788,397.18,Best Buy,"San Antonio, TX",2024-07-25T01:15:00,5421
TXN004252,USER02813,101.09,Target,"New York, NY",2024-04-22T18:39:00,9099
TXN004253,USER00174,390.79,Shell Gas,"Phoenix, AZ",2024-03-17T07:17:00,9349
TXN004254,USER01785,9291.24,High End Electronics,"Dallas, TX",2024-06-02T23:53:00,6109
TXN004255,USER01654,270.66,Home Depot,"San Diego, CA",2024-10-22T17:06:00,9408
TXN004256,USER00578,191.43,Apple Store,"San Diego, CA",2024-09-13T11:23:00,0655
TXN004257,USER02679,234.79,Starbucks,"San Diego, CA",2024-10-25T04:12:00,3830
TXN004258,USER00810,100.45,Apple Store,"San Diego, CA",2024-10-02T19:10:00,0455
TXN004259,USER01812,233.88,Walmart,"New York, NY",2024-04-17T06:00:00,7027
TXN004260,USER04842,362.17,Walmart,"Houston, TX",2024-04-12T10:19:00,9541
TXN004261,USER02035,292.03,Home Depot,"Los Angeles, CA",2024-02-18T11:41:00,3029
TXN004262,USER01834,73.59,Walmart,"Phoenix, AZ",2024-09-06T10:56:00,6764
TXN004263,USER01656,236.34,Starbucks,"San Diego, CA",2024-09-02T10:12:00,8891
TXN004264,USER03453,349.41,Starbucks,"Dallas, TX",2024-08-16T12:33:00,8282
TXN004265,USER03073,428.25,McDonald's,"Chicago, IL",2024-08-21T12:12:00,4777
TXN004266,USER02702,349.67,Costco,"Philadelphia, PA",2024-05-07T22:59:00,6090
TXN004267,USER04814,269.11,Amazon,"San Diego, CA",2024-06-05T19:19:00,0681
TXN004268,USER03057,331.87,Starbucks,"Phoenix, AZ",2024-02-08T15:33:00,1770
TXN004269,USER01979,378.74,Target,"Philadelphia, PA",2024-06-04T22:46:00,0190
TXN004270,USER03262,230.6,Home Depot,"Chicago, IL",2024-02-12T01:47:00,0900
TXN004271,USER03669,456.84,McDonald's,"San Jose, CA",2024-05-20T10:51:00,2233
TXN004272,USER01544,297.73,Home Depot,"Dallas, TX",2024-07-27T02:32:00,0616
TXN004273,USER03617,117.08,Apple Store,"Houston, TX",2024-01-05T19:54:00,7189
TXN004274,USER01345,30.41,Best Buy,"Phoenix, AZ",2024-08-01T22:30:00,0309
TXN004275,USER00996,324.31,Amazon,"San Antonio, TX",2024-09-09T22:00:00,7933
TXN004276,USER04201,439.07,Apple Store,"Los Angeles, CA",2024-08-14T12:27:00,5653
TXN004277,USER02943,435.59,Starbucks,"San Diego, CA",2024-03-20T19:35:00,6242
TXN004278,USER02603,133.78,Walmart,"San Antonio, TX",2024-03-22T17:57:00,1740
TXN004279,USER01036,6844.34,Shell Gas,"Dallas, TX",2024-05-29T00:26:00,2509
TXN004280,USER00615,277.5,Best Buy,"Los Angeles, CA",2024-01-11T08:18:00,6045
TXN004281,USER04792,203.25,Amazon,"Los Angeles, CA",2024-04-15T01:08:00,0338
TXN004282,USER03320,482.54,Costco,"San Diego, CA",2024-08-10T18:04:00,6881
TXN004283,USER00843,6953.48,Shell Gas,"Lagos, Nigeria",2024-04-08T03:05:00,7607
TXN004284,USER02616,479.97,Costco,"New York, NY",2024-05-07T12:24:00,7842
TXN004285,USER03083,469.6,Starbucks,"Philadelphia, PA",2024-03-09T12:59:00,6201
TXN004286,USER02171,406.02,Best Buy,"San Jose, CA",2024-02-02T05:55:00,3956
TXN004287,USER02980,30608.57,Crypto Exchange,"Shanghai, China",2024-10-20T04:24:00,0979
TXN004288,USER01821,50.23,Home Depot,"San Diego, CA",2024-01-18T01:47:00,0967
TXN004289,USER04407,6561.08,Shell Gas,"Mumbai, India",2024-09-22T22:16:00,3353
TXN004290,USER00448,169.41,Costco,"San Jose, CA",2024-09-28T03:56:00,8977
TXN004291,USER01064,62.87,Best Buy,"Philadelphia, PA",2024-03-21T22:48:00,2016
TXN004292,USER02359,43.21,Amazon,"San Diego, CA",2024-05-18T21:49:00,9744
TXN004293,USER02499,122.96,Walmart,"Chicago, IL",2024-01-10T07:13:00,3273
TXN004294,USER02309,35786.7,High End Electronics,"Dubai, UAE",2024-04-01T04:27:00,7621
TXN004295,USER02777,83.73,Walmart,"Philadelphia, PA",2024-10-19T18:03:00,5515
TXN004296,USER04002,452.74,Shell Gas,"San Antonio, TX",2024-10-22T03:26:00,0992
TXN004297,USER01962,150.82,Home Depot,"Chicago, IL",2024-01-12T15:05:00,8499
TXN004298,USER04814,271.48,McDonald's,"San Diego, CA",2024-10-18T22:11:00,1159
TXN004299,USER01993,66.3,McDonald's,"San Diego, CA",2024-10-11T17:10:00,0022
TXN004300,USER01389,94.01,Starbucks,"New York, NY",2024-05-22T11:29:00,2688
TXN004301,USER01504,468.6,Home Depot,"Houston, TX",2024-02-07T05:59:00,7769
TXN004302,USER02321,21464.55,Luxury Jewelry Co,"Dubai, UAE",2024-04-02T05:11:00,8703
TXN004303,USER03776,261.22,Walmart,"San Diego, CA",2024-07-02T22:45:00,9379
TXN004304,USER02117,206.56,Shell Gas,"Dallas, TX",2024-06-17T07:34:00,6355
TXN004305,USER03756,448.82,Apple Store,"Philadelphia, PA",2024-10-23T09:27:00,1540
TXN004306,USER01041,463.48,Amazon,"Los Angeles, CA",2024-02-02T19:23:00,6484
TXN004307,USER02395,206.5,Costco,"San Antonio, TX",2024-04-15T18:43:00,3783
TXN004308,USER00349,188.19,Amazon,"Dallas, TX",2024-07-01T19:01:00,2402
TXN004309,USER04761,61.16,Amazon,"New York, NY",2024-05-07T06:28:00,7094
TXN004310,USER04050,305.8,Apple Store,"Dallas, TX",2024-02-07T05:12:00,6301
TXN004311,USER02697,6664.38,International Wire Transfer,Unknown Location,2024-09-26T16:53:00,4024
TXN004312,USER01651,45529.03,High End Electronics,Unknown Location,2024-06-24T15:21:00,5435
TXN004313,USER00214,342.71,Starbucks,"San Antonio, TX",2024-08-21T20:27:00,6898
TXN004314,USER02028,34.36,Amazon,"Los Angeles, CA",2024-08-04T22:40:00,9318
TXN004315,USER00622,468.23,Amazon,"Chicago, IL",2024-08-21T10:09:00,5119
TXN004316,USER02780,97.68,Walmart,"Phoenix, AZ",2024-03-25T19:28:00,0938
TXN004317,USER01758,366.37,Apple Store,"Phoenix, AZ",2024-09-09T04:30:00,6963
TXN004318,USER03843,2727.75,Target,"Dallas, TX",2024-04-22T20:27:00,4299
TXN004319,USER00378,79.09,Starbucks,"Los Angeles, CA",2024-04-17T10:45:00,7770
TXN004320,USER04512,434.63,Target,"Dallas, TX",2024-04-08T11:33:00,5112
TXN004321,USER02220,263.43,Home Depot,"Philadelphia, PA",2024-06-18T04:51:00,9765
TXN004322,USER00990,247.44,Walmart,"Los Angeles, CA",2024-09-08T19:26:00,6896
TXN004323,USER00826,303.82,Apple Store,"Philadelphia, PA",2024-01-17T21:18:00,3417
TXN004324,USER02208,311.54,Home Depot,"Los Angeles, CA",2024-02-04T21:25:00,0578
TXN004325,USER04486,13476.66,High End Electronics,"Lagos, Nigeria",2024-05-24T23:53:00,8944
TXN004326,USER04463,297.98,Target,"San Jose, CA",2024-08-27T10:51:00,4020
TXN004327,USER04884,404.48,McDonald's,"Phoenix, AZ",2024-06-09T14:36:00,2926
TXN004328,USER04117,204.17,Costco,"Houston, TX",2024-10-26T04:32:00,9003
TXN004329,USER00924,412.93,McDonald's,"Phoenix, AZ",2024-06-03T16:10:00,2585
TXN004330,USER01717,173.04,Starbucks,"San Diego, CA",2024-01-17T08:22:00,0919
TXN004331,USER00773,33.07,Apple Store,"Dallas, TX",2024-06-11T06:29:00,1306
TXN004332,USER00352,232.48,Shell Gas,"San Jose, CA",2024-05-30T11:12:00,5131
TXN004333,USER01440,6.1,Starbucks,"San Jose, CA",2024-05-27T23:16:00,4881
TXN004334,USER01955,250.83,Costco,"Philadelphia, PA",2024-07-31T23:37:00,9790
TXN004335,USER00281,431.64,Starbucks,"Los Angeles, CA",2024-04-03T16:14:00,9151
TXN004336,USER01317,284.72,Starbucks,"Houston, TX",2024-04-14T17:49:00,7427
TXN004337,USER04241,195.4,Costco,"New York, NY",2024-01-01T14:47:00,0529
TXN004338,USER01526,138.82,McDonald's,"Chicago, IL",2024-01-30T10:06:00,9541
TXN004339,USER03068,351.57,Best Buy,"Phoenix, AZ",2024-10-26T12:08:00,0364
TXN004340,USER03283,279.45,McDonald's,"Phoenix, AZ",2024-04-29T22:39:00,2815
TXN004341,USER00877,4451.32,Walmart,"Chicago, IL",2024-05-19T19:15:00,9839
TXN004342,USER02622,159.96,Target,"San Jose, CA",2024-05-23T15:12:00,6747
TXN004343,USER04430,8296.27,Luxury Jewelry Co,"Dallas, TX",2024-09-29T07:38:00,9874
TXN004344,USER01077,188.86,Walmart,"Los Angeles, CA",2024-04-05T05:33:00,4459
TXN004345,USER03121,15.56,Starbucks,"Phoenix, AZ",2024-05-02T22:18:00,4287
TXN004346,USER00371,112.03,Costco,"Philadelphia, PA",2024-04-22T15:58:00,5798
TXN004347,USER00684,173.18,Target,"Dallas, TX",2024-10-08T21:21:00,6083
TXN004348,USER01585,332.35,Walmart,"San Antonio, TX",2024-02-11T18:28:00,1685
TXN004349,USER00432,50.76,Amazon,"Phoenix, AZ",2024-06-30T04:34:00,7321
TXN004350,USER00737,464.18,Best Buy,"San Jose, CA",2024-07-21T13:32:00,4142
TXN004351,USER03291,350.13,Amazon,"San Jose, CA",2024-05-10T23:00:00,1951
TXN004352,USER02258,243.38,Costco,"New York, NY",2024-01-01T19:04:00,0557
TXN004353,USER04227,195.84,Starbucks,"San Antonio, TX",2024-02-24T19:22:00,9690
TXN004354,USER02053,104.03,Target,"San Antonio, TX",2024-03-07T16:22:00,4324
TXN004355,USER03625,113.73,Starbucks,"Philadelphia, PA",2024-03-25T15:27:00,7903
TXN004356,USER04445,103.54,McDonald's,"Chicago, IL",2024-08-05T13:25:00,9330
TXN004357,USER01146,406.73,Home Depot,"Dallas, TX",2024-08-31T10:43:00,4787
TXN004358,USER00772,3803.23,Target,"New York, NY",2024-06-20T10:17:00,7896
TXN004359,USER01080,262.94,Apple Store,"Philadelphia, PA",2024-08-26T07:04:00,6354
TXN004360,USER03680,355.32,Home Depot,"Houston, TX",2024-09-23T08:16:00,9765
TXN004361,USER02905,479.77,Amazon,"Dallas, TX",2024-08-14T23:42:00,7764
TXN004362,USER01091,398.49,Home Depot,"San Jose, CA",2024-10-04T09:01:00,5236
TXN004363,USER01755,48.1,Starbucks,"Los Angeles, CA",2024-10-23T09:14:00,5848
TXN004364,USER01347,171.3,Home Depot,"Dallas, TX",2024-05-11T21:14:00,5333
TXN004365,USER03090,47.6,Target,"Phoenix, AZ",2024-09-01T15:45:00,0009
TXN004366,USER01601,16.14,Starbucks,"Los Angeles, CA",2024-06-25T19:21:00,3202
TXN004367,USER01556,221.04,McDonald's,"San Jose, CA",2024-10-08T09:33:00,6928
TXN004368,USER04098,72.23,Costco,"San Antonio, TX",2024-01-25T05:15:00,8590
TXN004369,USER00491,445.45,Shell Gas,"Houston, TX",2024-07-14T22:01:00,6532
TXN004370,USER00995,293.02,Starbucks,"Houston, TX",2024-09-02T21:18:00,8944
TXN004371,USER00984,356.13,Target,"Los Angeles, CA",2024-10-25T13:31:00,7283
TXN004372,USER01277,341.06,Amazon,"Los Angeles, CA",2024-02-14T03:53:00,6176
TXN004373,USER02883,6032.03,International Wire Transfer,Unknown Location,2024-03-23T04:48:00,9424
TXN004374,USER03221,362.63,Costco,"Chicago, IL",2024-08-05T07:03:00,5513
TXN004375,USER00430,482.8,Starbucks,"Philadelphia, PA",2024-05-10T15:12:00,0052
TXN004376,USER03550,203.71,Apple Store,"San Diego, CA",2024-09-12T12:09:00,2377
TXN004377,USER02106,17.98,Starbucks,"San Jose, CA",2024-01-30T13:40:00,2451
TXN004378,USER04774,264.55,Apple Store,"San Antonio, TX",2024-09-18T12:42:00,6193
TXN004379,USER04779,247.15,Walmart,"San Diego, CA",2024-06-24T11:57:00,2549
TXN004380,USER03767,237.76,McDonald's,"Los Angeles, CA",2024-08-17T16:42:00,0327
TXN004381,USER04436,76.43,Target,"New York, NY",2024-08-22T14:10:00,1524
TXN004382,USER01815,224.23,McDonald's,"Chicago, IL",2024-07-25T10:23:00,0109
TXN004383,USER02129,45.21,Best Buy,"San Diego, CA",2024-08-02T06:50:00,4800
TXN004384,USER01461,485.02,Walmart,"Dallas, TX",2024-03-13T08:21:00,6591
TXN004385,USER02412,146.48,Amazon,"Chicago, IL",2024-09-03T02:39:00,9448
TXN004386,USER03958,455.96,McDonald's,"San Jose, CA",2024-01-07T14:09:00,4362
TXN004387,USER00959,439.45,Apple Store,"Houston, TX",2024-10-13T05:04:00,1400
TXN004388,USER00895,320.37,Costco,"Los Angeles, CA",2024-07-05T05:06:00,7224
TXN004389,USER01651,390.69,Shell Gas,"New York, NY",2024-10-09T03:13:00,6258
TXN004390,USER02148,28873.81,Casino Vegas,"Mumbai, India",2024-03-07T01:18:00,3950
TXN004391,USER00097,499.6,Home Depot,"Dallas, TX",2024-09-10T14:15:00,7146
TXN004392,USER01896,57.48,Walmart,"Dallas, TX",2024-04-08T03:24:00,9042
TXN004393,USER04834,430.43,Amazon,"Philadelphia, PA",2024-01-28T09:37:00,1314
TXN004394,USER02459,460.18,Home Depot,"Philadelphia, PA",2024-04-13T14:30:00,6108
TXN004395,USER02096,60.86,Shell Gas,"San Diego, CA",2024-04-25T21:39:00,0180
TXN004396,USER00463,196.97,McDonald's,"Chicago, IL",2024-06-23T19:28:00,1510
TXN004397,USER02146,51.65,McDonald's,"New York, NY",2024-10-06T13:36:00,1480
TXN004398,USER02410,312.44,Best Buy,"Dallas, TX",2024-05-12T06:24:00,1164
TXN004399,USER04880,444.93,Starbucks,"San Jose, CA",2024-05-02T08:23:00,6385
TXN004400,USER03492,220.59,Amazon,"San Diego, CA",2024-01-05T11:55:00,2456
TXN004401,USER03504,60.73,Apple Store,"Dallas, TX",2024-06-29T21:34:00,4077
TXN004402,USER02376,167.51,Amazon,"San Jose, CA",2024-01-29T23:40:00,5919
TXN004403,USER04287,258.83,Target,"Philadelphia, PA",2024-03-10T15:13:00,7310
TXN004404,USER02457,10236.72,Crypto Exchange,"Dubai, UAE",2024-04-04T20:09:00,3087
TXN004405,USER02808,7839.28,Crypto Exchange,"Shanghai, China",2024-06-14T17:38:00,2106
TXN004406,USER03289,378.11,Apple Store,"Philadelphia, PA",2024-03-10T13:21:00,8449
TXN004407,USER04975,461.95,Starbucks,"San Diego, CA",2024-06-07T16:49:00,7468
TXN004408,USER02678,317.42,Starbucks,"Philadelphia, PA",2024-08-05T03:41:00,7166
TXN004409,USER04067,446.57,Best Buy,"Dallas, TX",2024-01-17T08:11:00,9243
TXN004410,USER04947,379.31,Costco,"Houston, TX",2024-02-18T10:26:00,5912
TXN004411,USER01424,160.96,McDonald's,"Dallas, TX",2024-04-17T00:26:00,3525
TXN004412,USER04900,471.73,Best Buy,"Philadelphia, PA",2024-04-19T22:17:00,8997
TXN004413,USER02928,392.9,Starbucks,"Los Angeles, CA",2024-03-03T00:12:00,3763
TXN004414,USER02645,111.24,Starbucks,"San Diego, CA",2024-10-15T16:12:00,5086
TXN004415,USER00703,125.08,Starbucks,"San Antonio, TX",2024-09-19T19:41:00,1730
TXN004416,USER00307,378.27,McDonald's,"Los Angeles, CA",2024-06-01T06:39:00,3417
TXN004417,USER04376,249.86,Walmart,"Los Angeles, CA",2024-05-28T15:24:00,3056
TXN004418,USER01791,87.37,Home Depot,"Los Angeles, CA",2024-03-03T02:25:00,4888
TXN004419,USER04045,23.32,Home Depot,"New York, NY",2024-03-04T12:25:00,8455
TXN004420,USER01372,22061.55,Crypto Exchange,"Dubai, UAE",2024-01-12T17:37:00,3583
TXN004421,USER02723,135.27,Costco,"Houston, TX",2024-09-30T17:31:00,9299
TXN004422,USER03766,157.73,Home Depot,"Chicago, IL",2024-05-05T02:25:00,6764
TXN004423,USER03362,419.18,Shell Gas,"Dallas, TX",2024-08-25T06:10:00,1609
TXN004424,USER02456,379.41,Home Depot,"Dallas, TX",2024-07-02T07:35:00,9597
TXN004425,USER02218,430.35,Walmart,"Houston, TX",2024-10-08T10:43:00,9249
TXN004426,USER00198,459.9,Amazon,"Philadelphia, PA",2024-06-07T12:21:00,0783
TXN004427,USER04876,227.1,Apple Store,"Chicago, IL",2024-03-26T02:40:00,4060
TXN004428,USER03710,242.94,Home Depot,"San Diego, CA",2024-06-14T06:37:00,1731
TXN004429,USER02057,242.68,Walmart,"San Antonio, TX",2024-07-07T01:01:00,0407
TXN004430,USER03500,2491.95,Shell Gas,"Phoenix, AZ",2024-05-03T07:59:00,9408
TXN004431,USER04072,163.25,Home Depot,"Phoenix, AZ",2024-03-18T23:27:00,7697
TXN004432,USER02387,233.9,Shell Gas,"Phoenix, AZ",2024-01-20T04:10:00,4879
TXN004433,USER03123,51.5,Walmart,"Phoenix, AZ",2024-07-25T11:30:00,5325
TXN004434,USER03301,395.64,McDonald's,"Philadelphia, PA",2024-10-02T02:14:00,8825
TXN004435,USER02363,179.97,Target,"Los Angeles, CA",2024-02-08T03:36:00,7955
TXN004436,USER02736,166.22,Home Depot,"Houston, TX",2024-07-08T12:28:00,7673
